,Region,Total_Amount,TRF,Opportunity_Owner,Delivery_Year,Delivery_Quarter,"Pricing, Delivery_Terms_Approved","Pricing, Delivery_Terms_Quote_Appr",Decision,Promedio_Region_Por_Quarter,Promedio_Owner_Por_Year_And_Quarter,Lag_1,Delta
14228,EMEA,12.583315732506659,1,Person_Name_62,2018,Q3,0,0,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14230,EMEA,13.94773802393331,3,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14252,EMEA,12.51664476179901,1,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14253,EMEA,12.090036598624927,1,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14256,EMEA,12.454926047969717,1,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14326,EMEA,12.483450514679566,1,Person_Name_62,2018,Q3,1,1,1,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14335,EMEA,12.455256681135236,1,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14400,EMEA,12.843330061997191,1,Person_Name_62,2018,Q3,0,1,1,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14451,EMEA,11.102533238525508,0,Person_Name_62,2018,Q3,0,0,1,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14587,EMEA,12.487835043732646,1,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14667,EMEA,12.420165361323965,1,Person_Name_62,2018,Q3,0,0,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14679,EMEA,12.710912389611366,1,Person_Name_62,2018,Q3,0,0,1,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14688,EMEA,10.46345327923584,0,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14689,EMEA,10.57928509476096,0,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14690,EMEA,11.173992202507653,0,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14691,EMEA,10.558763459040163,0,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14692,EMEA,10.674595274565284,0,Person_Name_62,2018,Q3,1,1,0,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14968,EMEA,12.125968607850991,1,Person_Name_62,2018,Q3,1,1,1,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14969,EMEA,10.921995909156527,0,Person_Name_62,2018,Q3,1,1,1,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14970,EMEA,9.572069494011657,0,Person_Name_62,2018,Q3,1,1,1,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14971,EMEA,12.125968607850991,1,Person_Name_62,2018,Q3,1,1,1,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
14972,EMEA,12.364762472111495,1,Person_Name_62,2018,Q3,0,1,1,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
15073,EMEA,12.125968607850991,1,Person_Name_62,2018,Q3,1,1,1,13.895475038093599,13.394588322189847,13.333366068100654,17.314628037240706
11549,EMEA,14.928150743989526,8,Person_Name_62,2018,Q4,1,1,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
13136,EMEA,10.77213830013029,0,Person_Name_62,2018,Q4,0,0,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
13754,EMEA,12.391481618845004,1,Person_Name_62,2018,Q4,0,0,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
13755,EMEA,11.984922418723983,0,Person_Name_62,2018,Q4,0,0,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
14155,EMEA,12.595863298701282,1,Person_Name_62,2018,Q4,0,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
14254,EMEA,11.102533238525508,0,Person_Name_62,2018,Q4,1,1,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
14255,EMEA,12.773155839998749,1,Person_Name_62,2018,Q4,1,1,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
14656,EMEA,12.298324517110142,1,Person_Name_62,2018,Q4,0,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
14680,EMEA,12.237194242961216,1,Person_Name_62,2018,Q4,0,0,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
14973,EMEA,13.974200384545595,4,Person_Name_62,2018,Q4,0,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15001,EMEA,14.196657358421232,5,Person_Name_62,2018,Q4,1,1,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15134,EMEA,12.015784081246366,1,Person_Name_62,2018,Q4,0,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15166,EMEA,11.590236444870644,0,Person_Name_62,2018,Q4,1,1,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15167,EMEA,12.244630639133357,1,Person_Name_62,2018,Q4,1,1,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15238,EMEA,13.071462126157822,2,Person_Name_62,2018,Q4,1,1,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15239,EMEA,11.95322668791385,0,Person_Name_62,2018,Q4,0,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15240,EMEA,12.289182945328228,1,Person_Name_62,2018,Q4,0,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15260,EMEA,11.998783219516216,1,Person_Name_62,2018,Q4,1,1,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15402,EMEA,12.527315443583028,1,Person_Name_62,2018,Q4,1,1,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15419,EMEA,12.804402732698705,1,Person_Name_62,2018,Q4,0,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15443,EMEA,10.987350984569183,0,Person_Name_62,2018,Q4,1,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15444,EMEA,12.126847603476973,1,Person_Name_62,2018,Q4,1,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15445,EMEA,11.605550679843686,0,Person_Name_62,2018,Q4,1,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15446,EMEA,8.039318667789933,0,Person_Name_62,2018,Q4,1,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15447,EMEA,8.732465848349879,0,Person_Name_62,2018,Q4,1,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15449,EMEA,12.306506042851444,1,Person_Name_62,2018,Q4,1,1,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15477,EMEA,12.378494423318195,1,Person_Name_62,2018,Q4,1,1,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15496,EMEA,13.286384844327175,2,Person_Name_62,2018,Q4,1,1,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15533,EMEA,9.431843578660459,0,Person_Name_62,2018,Q4,1,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15602,EMEA,12.30215372811258,1,Person_Name_62,2018,Q4,1,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15609,EMEA,10.394059324819615,0,Person_Name_62,2018,Q4,1,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15610,EMEA,11.843619881374572,1,Person_Name_62,2018,Q4,1,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15611,EMEA,11.88083822742576,1,Person_Name_62,2018,Q4,1,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15625,EMEA,10.418864801920106,0,Person_Name_62,2018,Q4,1,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15632,EMEA,12.168622335488058,0,Person_Name_62,2018,Q4,1,1,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15646,EMEA,12.271761223848396,1,Person_Name_62,2018,Q4,1,1,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15653,EMEA,12.360994228135514,1,Person_Name_62,2018,Q4,1,1,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15683,EMEA,12.380818075815995,1,Person_Name_62,2018,Q4,1,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15696,EMEA,12.996003714906228,1,Person_Name_62,2018,Q4,1,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15724,EMEA,11.782857819065557,0,Person_Name_62,2018,Q4,0,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15725,EMEA,11.620476330060363,0,Person_Name_62,2018,Q4,0,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15730,EMEA,10.297301043423817,0,Person_Name_62,2018,Q4,0,0,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15731,EMEA,8.489793217227623,0,Person_Name_62,2018,Q4,0,0,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15733,EMEA,12.59158910588169,1,Person_Name_62,2018,Q4,1,1,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15774,EMEA,13.071462126157822,2,Person_Name_62,2018,Q4,1,1,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15776,EMEA,10.600006417574212,0,Person_Name_62,2018,Q4,1,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15855,EMEA,11.394867172684215,0,Person_Name_62,2018,Q4,1,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15856,EMEA,11.632538824561333,0,Person_Name_62,2018,Q4,1,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15857,EMEA,10.514508450036123,0,Person_Name_62,2018,Q4,1,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15870,EMEA,12.362125942803843,1,Person_Name_62,2018,Q4,1,1,0,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15913,EMEA,11.082492487642062,0,Person_Name_62,2018,Q4,1,1,1,13.74364672796753,12.54628549505863,13.394588322189847,17.302024857427632
15168,EMEA,14.235228510005717,5,Person_Name_62,2019,Q1,1,1,0,13.892823535362705,14.041511049734877,12.54628549505863,17.342452778620874
15237,EMEA,15.265946224935938,14,Person_Name_62,2019,Q1,1,1,0,13.892823535362705,14.041511049734877,12.54628549505863,17.342452778620874
15418,EMEA,11.188798305348941,0,Person_Name_62,2019,Q1,0,1,1,13.892823535362705,14.041511049734877,12.54628549505863,17.342452778620874
15495,EMEA,14.609478203782173,7,Person_Name_62,2019,Q1,1,1,0,13.892823535362705,14.041511049734877,12.54628549505863,17.342452778620874
15795,EMEA,13.934887203150202,3,Person_Name_62,2019,Q1,1,1,0,13.892823535362705,14.041511049734877,12.54628549505863,17.342452778620874
15871,EMEA,14.435727432649267,5,Person_Name_62,2019,Q1,1,1,0,13.892823535362705,14.041511049734877,12.54628549505863,17.342452778620874
15872,EMEA,12.267164433501623,1,Person_Name_62,2019,Q1,1,1,0,13.892823535362705,14.041511049734877,12.54628549505863,17.342452778620874
15873,EMEA,12.474734041382627,1,Person_Name_62,2019,Q1,1,1,0,13.892823535362705,14.041511049734877,12.54628549505863,17.342452778620874
15874,EMEA,12.267164433501623,1,Person_Name_62,2019,Q1,1,1,0,13.892823535362705,14.041511049734877,12.54628549505863,17.342452778620874
15875,EMEA,12.267164433501623,1,Person_Name_62,2019,Q1,1,1,0,13.892823535362705,14.041511049734877,12.54628549505863,17.342452778620874
15876,EMEA,12.604268093574529,1,Person_Name_62,2019,Q1,1,1,0,13.892823535362705,14.041511049734877,12.54628549505863,17.342452778620874
15877,EMEA,11.486787320602035,0,Person_Name_62,2019,Q1,1,1,0,13.892823535362705,14.041511049734877,12.54628549505863,17.342452778620874
15881,EMEA,11.574618033975069,0,Person_Name_62,2019,Q1,1,1,0,13.892823535362705,14.041511049734877,12.54628549505863,17.342452778620874
15882,EMEA,13.556675174067086,3,Person_Name_62,2019,Q1,1,1,0,13.892823535362705,14.041511049734877,12.54628549505863,17.342452778620874
15892,EMEA,10.314406511326757,0,Person_Name_62,2019,Q1,1,1,1,13.892823535362705,14.041511049734877,12.54628549505863,17.342452778620874
15893,EMEA,16.009830922153103,31,Person_Name_62,2019,Q1,0,1,0,13.892823535362705,14.041511049734877,12.54628549505863,17.342452778620874
16055,EMEA,11.605149596914416,0,Person_Name_62,2019,Q1,1,1,0,13.892823535362705,14.041511049734877,12.54628549505863,17.342452778620874
16071,EMEA,12.303857034679867,1,Person_Name_62,2019,Q1,1,1,1,13.892823535362705,14.041511049734877,12.54628549505863,17.342452778620874
16861,APAC,11.623124257268303,0,Person_Name_63,2016,Q1,0,1,0,14.255778718898966,11.623124257268303,,17.316821910305215
16679,APAC,13.713893028585282,2,Person_Name_63,2016,Q2,0,1,0,13.802682876290445,13.713893028585282,11.623124257268303,17.337123993845076
2721,APAC,12.987028530962707,0,Person_Name_63,2016,Q3,0,1,0,13.967495859036921,11.692283102441676,13.713893028585282,17.28944793424266
2722,APAC,13.050867375699259,1,Person_Name_63,2016,Q3,0,1,0,13.967495859036921,11.692283102441676,13.713893028585282,17.28944793424266
3767,APAC,9.263520884446908,0,Person_Name_63,2016,Q3,1,1,1,13.967495859036921,11.692283102441676,13.713893028585282,17.28944793424266
4006,APAC,8.144679183447758,0,Person_Name_63,2016,Q3,1,1,1,13.967495859036921,11.692283102441676,13.713893028585282,17.28944793424266
4060,APAC,9.991498429858842,0,Person_Name_63,2016,Q3,1,1,1,13.967495859036921,11.692283102441676,13.713893028585282,17.28944793424266
4067,APAC,8.45216388319572,0,Person_Name_63,2016,Q3,0,0,1,13.967495859036921,11.692283102441676,13.713893028585282,17.28944793424266
4069,APAC,9.466435023430078,0,Person_Name_63,2016,Q3,0,1,0,13.967495859036921,11.692283102441676,13.713893028585282,17.28944793424266
4431,APAC,7.321188556739478,0,Person_Name_63,2016,Q3,0,0,1,13.967495859036921,11.692283102441676,13.713893028585282,17.28944793424266
3426,APAC,14.508657738524219,0,Person_Name_63,2016,Q4,0,1,0,14.012658972914792,13.9972393001895,11.692283102441676,17.345596500675747
3427,APAC,15.425073462586525,10,Person_Name_63,2016,Q4,0,1,0,14.012658972914792,13.9972393001895,11.692283102441676,17.345596500675747
4065,APAC,11.882887740035738,0,Person_Name_63,2016,Q4,0,0,0,14.012658972914792,13.9972393001895,11.692283102441676,17.345596500675747
4459,APAC,10.679826323982837,0,Person_Name_63,2016,Q4,1,1,1,14.012658972914792,13.9972393001895,11.692283102441676,17.345596500675747
4460,APAC,8.146129510025405,0,Person_Name_63,2016,Q4,1,1,1,14.012658972914792,13.9972393001895,11.692283102441676,17.345596500675747
5239,APAC,8.13739583005665,0,Person_Name_63,2016,Q4,1,1,1,14.012658972914792,13.9972393001895,11.692283102441676,17.345596500675747
928,APAC,11.948120234509082,0,Person_Name_63,2017,Q2,0,0,0,13.802682876290445,11.075381281398318,13.9972393001895,17.278509269216652
4068,APAC,10.418273324553757,0,Person_Name_63,2017,Q2,0,0,1,13.802682876290445,11.075381281398318,13.9972393001895,17.278509269216652
4071,APAC,8.647168267837984,0,Person_Name_63,2017,Q2,0,0,0,13.802682876290445,11.075381281398318,13.9972393001895,17.278509269216652
4203,APAC,11.504956295320552,0,Person_Name_63,2017,Q3,0,1,0,13.967495859036921,13.397801421739429,11.075381281398318,17.331263497612508
5493,APAC,10.862550376254152,0,Person_Name_63,2017,Q3,0,0,0,13.967495859036921,13.397801421739429,11.075381281398318,17.331263497612508
8904,APAC,14.416690464977389,5,Person_Name_63,2017,Q3,0,0,0,13.967495859036921,13.397801421739429,11.075381281398318,17.331263497612508
4946,APAC,13.559404668947238,2,Person_Name_63,2018,Q2,0,1,0,13.802682876290445,12.376586782175366,13.397801421739429,17.300616568168472
7464,APAC,12.18872300719506,1,Person_Name_63,2018,Q2,0,0,0,13.802682876290445,12.376586782175366,13.397801421739429,17.300616568168472
9984,APAC,10.856495867345446,0,Person_Name_63,2018,Q2,0,1,0,13.802682876290445,12.376586782175366,13.397801421739429,17.300616568168472
10069,APAC,11.520893634619405,0,Person_Name_63,2018,Q2,0,0,0,13.802682876290445,12.376586782175366,13.397801421739429,17.300616568168472
11106,APAC,12.903162045322743,1,Person_Name_63,2018,Q2,0,0,0,13.802682876290445,12.376586782175366,13.397801421739429,17.300616568168472
11377,APAC,10.480019452847863,0,Person_Name_63,2018,Q2,0,0,1,13.802682876290445,12.376586782175366,13.397801421739429,17.300616568168472
11839,APAC,8.140315540159985,0,Person_Name_63,2018,Q2,1,1,1,13.802682876290445,12.376586782175366,13.397801421739429,17.300616568168472
12202,APAC,12.280530556448184,1,Person_Name_63,2018,Q2,0,0,0,13.802682876290445,12.376586782175366,13.397801421739429,17.300616568168472
12410,APAC,9.90098442231801,0,Person_Name_63,2018,Q2,1,1,1,13.802682876290445,12.376586782175366,13.397801421739429,17.300616568168472
12634,APAC,11.408564449645485,0,Person_Name_63,2018,Q2,0,0,0,13.802682876290445,12.376586782175366,13.397801421739429,17.300616568168472
12964,APAC,13.541386163444558,2,Person_Name_63,2018,Q2,1,1,0,13.802682876290445,12.376586782175366,13.397801421739429,17.300616568168472
13251,APAC,12.18872300719506,1,Person_Name_63,2018,Q2,0,0,1,13.802682876290445,12.376586782175366,13.397801421739429,17.300616568168472
7962,APAC,15.039595941546319,10,Person_Name_63,2018,Q3,0,1,0,13.967495859036921,13.20540148668746,12.376586782175366,17.322669230632602
9961,APAC,13.962606410917829,3,Person_Name_63,2018,Q3,0,1,1,13.967495859036921,13.20540148668746,12.376586782175366,17.322669230632602
10571,APAC,13.485234087880073,2,Person_Name_63,2018,Q3,0,1,0,13.967495859036921,13.20540148668746,12.376586782175366,17.322669230632602
11238,APAC,12.126379876620925,0,Person_Name_63,2018,Q3,0,1,0,13.967495859036921,13.20540148668746,12.376586782175366,17.322669230632602
13465,APAC,10.353288474464344,0,Person_Name_63,2018,Q3,0,1,0,13.967495859036921,13.20540148668746,12.376586782175366,17.322669230632602
14283,APAC,7.701200180857446,0,Person_Name_63,2018,Q3,1,1,1,13.967495859036921,13.20540148668746,12.376586782175366,17.322669230632602
14284,APAC,11.30686024519077,0,Person_Name_63,2018,Q3,1,1,1,13.967495859036921,13.20540148668746,12.376586782175366,17.322669230632602
14285,APAC,10.235844188823654,0,Person_Name_63,2018,Q3,1,1,1,13.967495859036921,13.20540148668746,12.376586782175366,17.322669230632602
14384,APAC,11.626254150277232,0,Person_Name_63,2018,Q3,0,0,1,13.967495859036921,13.20540148668746,12.376586782175366,17.322669230632602
14652,APAC,7.523643373995131,0,Person_Name_63,2018,Q3,1,1,1,13.967495859036921,13.20540148668746,12.376586782175366,17.322669230632602
