,Region,Total_Amount,TRF,Opportunity_Owner,Delivery_Year,Delivery_Quarter,"Pricing, Delivery_Terms_Approved","Pricing, Delivery_Terms_Quote_Appr",Decision,Promedio,Lag_1,Delta
9956,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9957,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9958,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9959,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9960,Japan,8.025385573486009,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9990,Japan,4.811208269399362,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9991,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9992,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9993,Japan,9.469622969906265,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
9994,Japan,10.757532429104755,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10004,Japan,5.029653299932018,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10075,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10076,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10077,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10078,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10079,Japan,7.84946109410919,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10081,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10082,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10083,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10084,Japan,7.965545573129991,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10085,Japan,8.542608274669135,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10086,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10087,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10088,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10089,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10090,Japan,7.84946109410919,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10092,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10093,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10094,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10095,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10096,Japan,8.110857304290045,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10097,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10098,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10099,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10100,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10101,Japan,7.989912929578286,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10102,Japan,4.677676876774839,0,Person_Name_50,2017,Q4,1,1,0,8.117750234877194,8.895272279231563,16.08640478531428
10103,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,0,8.117750234877194,8.895272279231563,16.08640478531428
10104,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,0,8.117750234877194,8.895272279231563,16.08640478531428
10105,Japan,9.351839934249883,0,Person_Name_50,2017,Q4,1,1,0,8.117750234877194,8.895272279231563,16.08640478531428
10106,Japan,10.309507706577795,0,Person_Name_50,2017,Q4,1,1,0,8.117750234877194,8.895272279231563,16.08640478531428
10121,Japan,12.424841843295173,1,Person_Name_50,2017,Q4,0,0,1,8.117750234877194,8.895272279231563,16.08640478531428
10199,Japan,5.717448665420015,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10200,Japan,6.288898911002441,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10202,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10203,Japan,5.277297999323961,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10204,Japan,3.255014871484074,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10205,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10206,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10207,Japan,7.921593685600809,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10208,Japan,4.341204640153626,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10209,Japan,7.603139954482274,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10336,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10337,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10338,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10339,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10340,Japan,7.89655270164304,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10341,Japan,8.743278970131286,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10342,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10343,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10344,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10345,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10346,Japan,8.025385573486009,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10347,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10348,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10349,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10350,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10351,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10352,Japan,7.965545573129991,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10353,Japan,8.767322918215386,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10390,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10391,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10392,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10393,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10394,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10395,Japan,8.025385573486009,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10397,Japan,8.557582452320805,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10428,Japan,4.900820428089049,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10429,Japan,5.457984232777185,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10440,Japan,5.2574953720277815,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10441,Japan,7.6541398629245,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10442,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10443,Japan,3.6727500721840527,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10444,Japan,5.662960480135946,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10445,Japan,5.817111159963204,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10446,Japan,3.255014871484074,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10447,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10448,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10449,Japan,7.921593685600809,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10450,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10451,Japan,3.6727500721840527,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10452,Japan,5.662960480135946,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10453,Japan,5.817111159963204,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10454,Japan,3.255014871484074,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10455,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10456,Japan,7.336936913707618,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10457,Japan,8.026954201258635,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10512,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10513,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10514,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10515,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10516,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10517,Japan,8.025385573486009,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10518,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10519,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10520,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10521,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10522,Japan,7.336936913707618,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10523,Japan,8.248529124800218,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10525,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10526,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10527,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10528,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10529,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10530,Japan,8.207707130279964,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10538,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10539,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10540,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10541,Japan,7.272398392570046,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10542,Japan,7.9548216097670155,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10543,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10544,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10545,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10546,Japan,7.965545573129991,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10547,Japan,8.560307851768536,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10560,Japan,4.811208269399362,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10561,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10562,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10563,Japan,9.469622969906265,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10564,Japan,10.423526284978736,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10565,Japan,6.250747145038065,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10566,Japan,9.60065123231267,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10567,Japan,6.250747145038065,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10568,Japan,9.60065123231267,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10569,Japan,6.579251212010101,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10570,Japan,8.68946441235669,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10573,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10574,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10575,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10576,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10577,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10578,Japan,8.025385573486009,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10579,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10580,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10581,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10582,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10583,Japan,7.203405521083095,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10584,Japan,8.207707130279964,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10618,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10619,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10620,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10621,Japan,7.336936913707618,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10622,Japan,7.928535747496091,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10643,Japan,5.629058928460265,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10644,Japan,7.826283505796484,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10645,Japan,6.579251212010101,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10646,Japan,8.742574237670638,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10661,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10662,Japan,2.731766727719526,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10663,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10664,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10665,Japan,7.89655270164304,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10666,Japan,8.488151535431513,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10667,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10668,Japan,3.5145260669691583,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10669,Japan,3.7433676393980058,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10670,Japan,4.086312390524836,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10671,Japan,7.336936913707618,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10672,Japan,8.190900011963581,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
10674,Japan,5.152134856369955,0,Person_Name_50,2017,Q4,1,1,1,8.117750234877194,8.895272279231563,16.08640478531428
